,Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Cost
447,0.2,26.0,11.0,719752.0,1395.1,92.0,3187.39
448,0.5,33.0,15.0,2546.0,9.19,21.24,721.14
449,0.05,36.0,15.0,22082.0,33.04,77.37,417.57
450,0.45,11.0,6.0,446.0,3.13,22.89,362.0
451,0.1,34.0,6.0,105883.0,86.91,29.0,381.65
452,0.61,20.0,5.0,4022.0,28.44,12.45,374.95
453,0.77,14.0,7.0,700.0,4.7,15.52,315.2
454,0.5,24.0,12.0,12897.0,40.35,29.29,624.08
455,0.84,3.0,3.0,134.0,5.25,17.43,316.55
456,0.45,27.0,9.0,1443.0,5.99,21.71,248.18
457,0.36,19.0,7.0,9069.0,13.44,87.61,753.04
458,0.45,20.0,5.0,1362.0,3.54,11.19,349.52
459,0.75,30.0,10.0,4802.0,6.04,16.04,593.68
460,0.62,30.0,9.0,12378.0,38.88,59.51,1105.75
461,0.94,17.0,6.0,671.0,3.51,11.5,377.68
462,0.33,15.0,8.0,2715.0,11.51,16.57,236.37
463,0.45,25.0,8.0,3232.0,2936.29,83.93,6236.31
464,0.27,7.0,5.0,8694.0,18.57,52.09,425.09
465,0.49,38.0,19.0,3772884.0,23393.26,79.11,97897.33
466,0.4,19.0,10.0,1374.0,3.04,22.96,296.76
467,0.72,43.0,8.0,5982.5,567.65,71.37,10555.62
468,0.45,26.0,15.0,1975988.0,1489.74,34.24,5405.7
469,0.53,14.0,8.0,1234.0,3.43,23.63,355.58
470,0.45,39.0,8.0,3684.0,16.84,23.32,266.74
471,0.63,5.0,4.0,26.0,6.48,13.47,269.14
472,0.02,7.0,4.0,34.0,3.34,15.53,112.51
473,0.38,14.0,8.0,3432.0,15.57,23.56,223.58
474,0.28,27.0,8.0,8880.0,32.83,56.29,540.11
475,0.73,42.0,23.0,17895571.0,12640.32,29.68,880172.65
476,0.42,19.0,7.0,514.0,6.81,12.37,231.0
477,0.26,45.0,15.0,1393.0,3.21,21.2,276.44
478,0.23,20.0,6.0,147030.0,429.17,73.37,2241.22
479,0.95,33.0,16.0,3392859.0,23198.8,52.0,95657.56
480,0.19,25.0,16.0,3136649.0,1702.78,82.19,13392.75
481,0.14,22.0,7.0,1085.0,6.0,21.37,245.97
482,0.45,9.0,5.0,751.0,4.25,23.43,157.68
483,0.49,13.0,6.0,7270.0,19.17,79.65,705.56
484,0.81,29.0,8.0,209.0,6.11,17.47,668.38
485,0.61,11.0,6.0,161.0,4.74,18.45,350.6
486,0.64,32.0,7.0,16948.0,53.63,59.21,1465.74
487,0.91,8.0,5.0,9517.0,89.96,48.22,16243.62
488,0.29,5.0,5.0,2382.0,5.54,18.18,208.82
489,0.86,28.0,9.0,129123.0,847.64,75.52,76215.24
490,0.82,9.0,4.0,3232.0,9.01,38.85,2270.87
491,0.08,32.0,17.0,838.0,4.25,12.55,103.86
492,0.7,19.0,8.0,1929.0,6.65,22.23,495.62
493,0.39,33.0,8.0,1651.0,6.88,22.32,238.38
494,0.48,11.0,6.0,387.0,5.84,22.26,272.7
495,0.25,52.0,13.0,99331.0,258.61,86.5,1364.89
496,0.57,21.0,9.0,4288.0,20.26,20.55,539.21
497,0.13,36.0,23.0,981.0,6.62,21.91,142.02
498,0.2,21.0,12.0,27227.0,19.98,71.68,427.8
499,0.74,17.0,6.0,1023.0,3.69,20.91,342.77
500,0.12,37.0,19.0,17431.0,75.0,77.43,638.57
501,0.88,8.0,4.0,3232.0,6.02,23.79,535.14
502,0.45,9.0,4.0,4222.0,20.26,13.0,319.95
503,0.89,10.0,4.0,43.0,6.37,17.59,498.95
504,0.51,9.0,5.0,327.0,3.28,16.96,186.92
505,0.73,22.0,10.0,464792.0,2765.63,84.21,14759.23
506,0.57,31.0,16.0,63990.0,219.6,44.1,1562.12
507,0.14,16.0,6.0,101.0,6.32,17.64,154.09
508,0.45,10.0,5.0,1163.0,5.72,23.68,409.15
509,0.81,4.0,3.0,8066.0,4.43,17.42,220.28
510,0.29,12.0,8.0,2264.0,5.08,16.51,190.7
511,0.19,36.0,9.0,691453.0,1308.83,93.62,2341.42
512,0.82,20.0,13.0,2935.0,10.4,16.43,589.58
513,0.38,34.0,21.0,13800.0,27.66,63.16,733.34
514,0.32,19.0,14.0,206436.0,745.54,30.88,3804.23
515,0.45,18.0,10.0,185994.0,446.02,56.7,3656.01
516,0.27,24.0,9.0,992.0,3.94,11.98,171.98
517,0.45,32.0,16.0,1374.0,21.21,38.07,643.39
518,0.42,20.0,7.0,889.0,4.71,10.68,156.15
519,0.74,13.0,6.0,2304.0,10.05,20.22,415.93
520,0.7,24.0,8.0,1373.0,5.41,11.5,364.96
521,0.49,14.0,6.0,59415.0,88.13,68.97,2349.11
522,0.55,30.0,15.0,1195439.0,2611.64,27.57,6854.04
523,0.45,30.0,23.0,43271.0,37.57,26.55,647.02
524,0.19,12.0,6.0,15091.0,10.94,43.43,368.34
525,0.35,14.0,8.0,18983.0,81.02,27.81,846.85
526,0.5,15.0,6.0,251.0,3.86,24.32,271.58
527,0.81,33.0,12.0,2138.0,3.65,13.14,528.19
528,0.54,26.0,12.0,14026.0,56.14,93.29,1567.14
529,0.35,40.0,9.0,24806.0,99.99,44.9,1384.96
530,0.37,12.0,6.0,38916.0,70.44,33.78,788.8
531,0.52,15.0,8.0,5556.0,12.68,44.02,737.66
532,0.55,17.0,8.0,293.0,5.59,23.25,357.17
533,0.38,29.0,19.0,51086.0,235.36,37.23,929.52
534,0.12,15.0,7.0,2051.0,3.74,20.05,246.73
535,0.45,20.0,7.0,30662.0,21.27,42.87,359.93
536,0.22,18.0,8.0,462939.0,1068.01,44.88,4069.45
537,0.13,45.0,24.0,86188.0,62.17,91.54,1110.42
538,0.6,8.0,4.0,59.0,5.5,14.53,247.89
539,0.32,34.0,21.0,9266.0,12.97,86.36,1041.98
540,0.71,17.0,7.0,6252.0,40.39,51.8,1120.9
541,0.36,42.0,17.0,66743.0,128.23,94.97,1688.23
542,0.8,41.0,18.0,7131016.0,29508.07,78.65,252965.99
543,0.12,9.0,4.0,84.0,4.97,22.53,131.56
544,0.36,13.0,7.0,2353.0,5.27,16.54,198.3
545,0.93,31.0,16.0,396.0,5.2,20.05,985.38
546,0.04,20.0,16.0,589.0,4.77,13.5,125.19
547,0.82,9.0,5.0,857.0,6.28,10.94,528.23
548,0.27,8.0,5.0,12183.0,25.65,77.68,647.4
549,0.58,3.0,3.0,251.0,5.19,11.15,153.33
550,0.18,14.0,8.0,823.0,5.12,12.52,140.47
551,0.15,21.0,7.0,133898.0,393.73,81.24,1413.81
552,0.51,34.0,8.0,819951.0,3547.58,40.25,13442.9
553,0.45,23.0,8.0,8084.0,27.19,69.67,499.71
554,0.06,12.0,7.0,2678.0,6.58,23.56,164.67
555,0.34,20.0,4.0,187.0,4.42,20.31,197.08
556,0.77,15.0,7.0,71.0,4.36,11.49,276.08
557,0.14,35.0,15.0,773.0,3.4,14.3,157.32
558,0.26,27.0,16.0,357.0,4.24,10.86,143.5
559,0.87,11.0,6.0,664.0,5.95,24.54,643.53
560,0.74,18.0,6.0,124.0,3.04,11.79,280.96
561,0.67,20.0,12.0,1060.0,5.77,14.67,446.39
562,0.54,5.0,3.0,49.0,5.11,19.4,194.05
563,0.45,27.0,7.0,2195.0,4.35,16.15,439.47
564,0.54,26.0,18.0,1828523.0,3658.05,98.75,25055.9
565,0.25,40.0,16.0,763.0,3.17,13.15,122.32
566,0.16,31.0,13.0,5501.0,5.56,83.61,634.82
567,0.64,4.0,3.0,31.0,5.03,12.89,170.34
568,0.69,6.0,5.0,18.0,4.63,21.12,216.47
569,0.21,6.0,5.0,489.0,6.06,21.43,177.23
570,0.3,19.0,7.0,829.0,5.99,23.3,252.2
571,0.62,23.0,8.0,67915.0,318.45,57.84,2976.44
572,0.79,20.0,8.0,221082.0,20.7,17.53,450.25
573,0.37,14.0,8.0,1246.0,6.37,11.0,174.79
574,0.53,20.0,8.0,5571.0,8.21,39.25,639.32
575,0.65,14.0,8.0,126.0,3.22,19.2,258.36
576,0.49,31.0,11.0,1429155.0,1566.65,61.68,5650.59
577,0.23,17.0,8.0,309.0,5.52,20.91,173.05
578,0.16,20.0,8.0,27670.0,72.98,54.57,480.07
579,0.12,25.0,18.0,1232559.0,906.29,33.26,6825.73
580,0.32,36.0,7.0,27021.0,102.06,68.35,781.41
581,0.45,3.0,2.0,13.0,3.02,22.39,190.7
582,0.57,20.0,7.0,1357.0,8.02,18.83,460.73
583,0.45,20.0,11.0,5982.5,11.05,60.18,993.2
584,0.47,5.0,3.0,566.0,6.82,14.99,256.23
585,0.45,5.0,4.0,41.0,6.26,16.84,179.43
586,0.84,35.0,11.0,1828.0,7.04,18.95,1066.88
587,0.14,20.0,8.0,2496.0,6.83,15.86,164.1
588,0.21,27.0,8.0,687.0,3.85,15.8,143.46
589,0.7,14.0,7.0,74140.0,153.25,26.38,987.73
590,0.9,6.0,5.0,386.0,6.57,22.06,635.1
591,0.45,50.0,14.0,5878.0,31.13,29.36,3397.99
592,0.26,28.0,16.0,1626745.0,4480.78,82.99,14524.63
593,0.28,22.0,8.0,719.0,5.06,23.29,248.14
594,0.06,28.0,13.0,521.0,3.64,10.88,86.39
595,0.48,15.0,8.0,3232.0,5.18,12.88,221.41
596,0.62,12.0,6.0,20660.0,26.03,97.38,1104.57
597,0.64,29.0,10.0,1425.0,6.78,20.9,573.09
598,0.48,20.0,27.0,191920.0,85.01,73.44,3036.53
599,0.51,29.0,9.0,846.0,4.39,11.62,192.74
600,0.18,30.0,15.0,57407.0,27.93,69.76,608.56
601,0.67,5.0,3.0,379.0,3.98,24.2,260.83
602,0.66,4.0,4.0,51.0,4.19,11.64,159.46
603,0.36,20.0,8.0,1374.0,5.35,23.86,251.34
604,0.87,20.0,3.0,923.0,5.5,17.95,327.76
605,0.45,27.0,9.0,8066.0,15.37,25.14,285.13
606,0.11,20.0,10.0,6761.0,7.46,36.62,264.88
607,0.15,8.0,8.0,3844.0,4.96,12.89,204.07
608,0.78,9.0,5.0,165.0,3.08,19.34,277.15
609,0.61,25.0,6.0,686.0,6.29,16.68,282.23
610,0.45,13.0,8.0,148.0,4.46,15.37,126.93
611,0.22,23.0,16.0,2998.0,4.59,16.76,288.08
612,0.81,10.0,4.0,3643.0,11.46,11.16,364.59
613,0.46,33.0,8.0,221082.0,580.5,41.85,8971.32
614,0.19,41.0,13.0,21597.0,73.61,77.72,641.4
615,0.01,29.0,7.0,1004.0,6.05,17.5,130.28
616,0.07,20.0,9.0,1746.0,5.7,12.83,140.74
617,0.0,6.0,4.0,4219.0,6.35,11.89,184.03
618,0.45,13.0,6.0,1609.0,5.31,13.81,270.08
619,0.02,38.0,9.0,18915.0,8.37,70.41,411.56
620,0.97,9.0,4.0,4757.0,28.48,18.0,478.06
621,0.34,38.0,19.0,1129.0,6.41,23.82,342.42
622,0.29,15.0,8.0,130583.0,328.07,36.32,1254.86
623,0.38,14.0,6.0,139.0,4.03,16.52,157.74
624,0.45,25.0,7.0,11914.0,7.64,69.06,759.0
625,0.32,24.0,8.0,8334.0,40.01,70.44,593.71
626,0.97,11.0,8.0,295.0,5.41,14.42,634.08
627,0.14,16.0,7.0,3995.0,9.32,11.85,155.87
628,0.34,20.0,7.0,2059.0,6.64,23.11,357.66
629,0.85,43.0,14.0,3800.0,32.14,19.71,1531.79
630,0.78,26.0,7.0,10936.0,61.1,98.71,3867.84
631,0.24,15.0,8.0,4343.0,4.73,10.7,196.92
632,0.75,15.0,7.0,136282.0,1250.31,70.21,4763.85
633,0.16,32.0,7.0,1128.0,6.35,22.01,188.21
634,0.45,16.0,7.0,113926.0,418.77,42.87,1544.17
635,0.96,20.0,8.0,3232.0,41.01,80.33,2592.92
636,0.3,10.0,5.0,588.0,6.39,18.72,189.76
637,0.27,33.0,15.0,44037.0,17.21,74.7,671.17
638,0.86,12.0,8.0,2148.0,7.68,17.86,764.79
639,0.84,16.0,8.0,8066.0,15.67,20.65,459.06
640,0.87,16.0,6.0,28197.0,107.75,51.03,1660.0
641,0.6,13.0,7.0,91.0,6.67,19.7,278.06
642,0.05,21.0,9.0,303130.0,242.81,75.99,1086.37
643,0.37,18.0,7.0,94228.0,116.03,94.37,918.06
644,0.5,11.0,6.0,104.0,5.79,24.92,264.43
645,0.44,13.0,8.0,6212.0,26.81,43.5,635.7
646,0.01,3.0,3.0,32.0,3.25,12.15,123.58
647,0.79,44.0,12.0,747.0,5.1,20.97,1046.32
648,0.52,13.0,6.0,664.0,3.45,23.51,255.49
649,0.67,14.0,6.0,849.0,5.34,13.54,281.18
650,0.94,5.0,5.0,62.0,6.17,23.53,561.98
651,0.64,5.0,5.0,315.0,5.74,15.91,243.11
652,0.29,20.0,9.0,1382.0,4.98,15.04,224.14
653,0.74,25.0,18.0,917520.0,848.75,52.62,87760.07
654,0.61,14.0,7.0,3172.0,12.78,10.23,317.49
655,0.45,24.0,6.0,5982.5,10.85,12.57,230.95
656,0.33,20.0,3.0,53.0,3.45,21.91,175.28
657,0.14,12.0,8.0,3232.0,3.54,23.39,163.24
658,0.61,20.0,5.0,186.0,4.47,12.27,194.91
659,0.64,5.0,5.0,395.0,5.12,18.14,244.35
660,0.59,4.0,3.0,62.0,4.63,20.71,238.78
661,0.3,19.0,8.0,36938.0,155.98,71.83,783.05
662,0.65,22.0,6.0,8737.0,22.05,68.33,1271.89
663,0.38,26.0,19.0,1374.0,24.49,68.84,783.99
664,0.59,26.0,6.0,133987.0,409.78,55.05,3619.57
665,0.55,8.0,4.0,1237.0,6.13,24.38,300.8
666,0.45,27.0,7.0,254774.0,909.81,28.01,11358.47
667,0.24,19.0,6.0,170477.0,529.95,48.53,2122.79
668,0.45,17.0,8.0,163.0,5.02,14.62,363.89
669,0.35,25.0,9.0,1754.0,3.87,19.54,234.16
670,0.39,37.0,28.0,5081960.0,34431.89,79.22,88578.53
671,0.23,11.0,6.0,3232.0,4.06,12.0,101.29
672,0.13,49.0,27.0,416789.0,1819.83,38.9,3316.82
673,0.64,20.0,8.0,50900.0,222.56,71.42,1833.53
674,0.17,13.0,6.0,2860.0,8.35,13.32,243.96
675,0.93,19.0,6.0,117141.0,1123.45,61.58,3806.62
676,0.11,10.0,4.0,299.0,3.54,11.5,113.19
677,0.36,3.0,3.0,150.0,4.34,18.43,197.57
678,0.17,15.0,7.0,3832.0,11.56,13.42,147.74
679,0.45,26.0,8.0,1291994.0,1989.44,38.99,13075.3
680,0.17,9.0,4.0,158.0,6.05,17.11,161.12
681,0.72,25.0,10.0,7795.0,50.58,73.55,2071.78
682,0.21,32.0,8.0,1234.0,6.44,19.25,244.42
683,0.38,18.0,7.0,8066.0,22.39,90.61,949.26
684,0.53,7.0,5.0,361.0,4.41,14.96,213.72
685,0.8,3.0,2.0,22.0,5.07,19.25,258.04
686,0.14,61.0,44.0,61924.0,102.17,44.45,882.03
687,0.19,24.0,12.0,300983.0,680.16,34.9,2555.03
688,0.99,18.0,8.0,83184.0,414.43,67.71,9472.49
689,0.45,15.0,6.0,200.0,6.66,11.58,125.68
690,0.12,54.0,33.0,2261.0,5.57,12.89,157.05
691,0.47,20.0,6.0,2804.0,4.21,14.39,211.12
692,0.34,23.0,12.0,287758.0,192.37,77.64,994.44
693,0.59,20.0,4.0,119.0,5.81,16.82,210.72
694,0.46,21.0,8.0,202.0,3.58,19.52,247.98
695,0.02,16.0,6.0,2579.0,6.52,13.95,210.98
696,0.41,15.0,7.0,81.0,3.91,13.4,198.88
697,0.02,20.0,6.0,4076.0,5.77,17.88,222.19
698,0.78,25.0,20.0,30323.0,240.15,31.58,1592.32
699,0.57,31.0,6.0,115486.0,120.83,83.81,1533.93
700,0.26,21.0,12.0,20096.0,88.16,33.96,732.35
701,0.06,12.0,7.0,41853.0,70.71,36.33,662.64
702,0.53,19.0,8.0,8727.0,20.25,51.35,779.34
703,0.28,5.0,5.0,1794.0,4.12,15.71,232.22
704,0.32,11.0,6.0,16037.0,68.27,82.55,983.41
705,0.95,20.0,6.0,76862.0,281.39,72.66,3266.04
706,0.79,18.0,15.0,925577.0,6009.33,52.65,147868.28
707,0.58,20.0,4.0,36.0,6.41,11.55,225.18
708,0.55,12.0,7.0,369.0,5.67,24.82,313.62
709,0.45,10.0,8.0,110.0,6.02,11.54,131.9
710,0.15,31.0,13.0,664.0,4.26,21.17,208.13
711,0.58,7.0,5.0,119.0,5.78,22.48,260.9
712,0.28,17.0,6.0,3664.0,8.48,21.13,247.94
713,0.1,31.0,20.0,5936850.0,4344.51,55.94,31997.49
714,0.9,20.0,12.0,898.0,5.34,14.32,456.91
715,0.29,4.0,4.0,94.0,6.43,14.32,164.72
716,0.9,28.0,14.0,246.0,3.11,14.95,580.17
717,0.93,32.0,8.0,744.0,5.26,11.3,596.34
718,0.17,32.0,10.0,1194.0,5.32,18.1,168.58
719,0.4,22.0,8.0,180.0,5.27,21.22,198.19
720,0.45,18.0,8.0,7101.0,8.75,38.54,201.82
721,0.23,20.0,11.0,169076.0,323.18,74.42,1107.9
722,0.59,24.0,11.0,285.0,5.02,21.16,354.09
723,0.17,20.0,8.0,251.0,5.24,12.89,115.84
724,0.18,11.0,7.0,1633.0,4.36,19.78,235.7
725,0.31,28.0,12.0,9309.0,33.12,71.84,651.86
726,0.39,52.0,26.0,1764.0,5.36,20.25,356.15
727,0.85,20.0,11.0,22280.0,119.8,82.91,2523.83
728,0.45,6.0,4.0,476.0,6.05,13.59,324.78
729,0.57,41.0,17.0,3257.0,24.82,20.96,665.48
730,0.59,22.0,10.0,16734.0,62.69,40.19,1649.38
731,0.64,20.0,5.0,42.0,6.53,17.21,243.64
732,0.43,18.0,8.0,70423.0,434.44,54.61,1675.19
733,0.22,31.0,8.0,244498.0,440.63,49.61,1539.11
734,0.56,8.0,4.0,530.0,4.65,14.39,236.94
735,0.43,47.0,10.0,2175877.0,12484.53,86.58,37461.26
736,0.45,38.0,8.0,1760373.0,1014.52,81.89,4074.36
737,0.77,23.0,8.0,9369.0,37.66,33.25,1063.2
738,0.45,10.0,8.0,765.0,4.07,19.04,460.6
739,0.09,26.0,11.0,440.0,4.39,13.23,115.44
740,0.82,29.0,8.0,1316.0,5.62,21.18,685.84
741,0.17,21.0,8.0,8134.0,18.15,25.48,383.55
742,0.34,15.0,8.0,3401.0,17.3,23.24,261.41
743,0.59,19.0,8.0,12241.0,57.11,43.57,1337.01
744,0.52,32.0,21.0,9316.0,54.46,77.16,1876.76
745,0.44,20.0,7.0,111978.0,678.19,74.07,5672.51
746,0.96,13.0,6.0,19451.0,112.56,42.68,1290.57
747,0.97,34.0,16.0,511.0,6.03,24.94,1577.2
748,0.75,19.0,6.0,63088.0,225.49,67.63,2065.65
749,0.38,23.0,10.0,15641.0,17.68,54.93,621.83
750,0.15,12.0,8.0,60867.0,176.45,54.79,502.55
751,0.42,26.0,8.0,1152.0,5.64,14.89,264.91
752,0.95,25.0,14.0,40827.0,76.54,92.67,14362.22
753,0.49,41.0,8.0,38534.0,191.77,37.48,1042.8
754,0.45,28.0,8.0,264522.0,1238.32,71.56,2299.22
755,0.38,14.0,7.0,37717.0,93.22,64.11,1477.63
756,0.2,30.0,10.0,17086.0,12.18,90.23,738.06
757,0.91,39.0,12.0,463.0,5.54,16.74,872.62
758,0.47,15.0,8.0,802.0,5.15,13.75,244.1
759,0.39,3.0,2.0,11.0,4.17,20.71,163.68
760,0.32,20.0,13.0,695.0,5.5,13.92,139.82
761,0.59,34.0,20.0,55998.0,200.25,25.53,1719.09
762,0.4,17.0,6.0,47125.0,94.9,84.39,2220.12
763,0.86,18.0,6.0,3232.0,4.38,15.93,478.17
764,0.49,15.0,8.0,340.0,3.02,24.31,262.7
765,0.8,42.0,29.0,10477.0,89.28,96.92,9838.09
766,0.82,28.0,15.0,376.0,6.88,10.86,660.06
767,0.46,24.0,11.0,16355.0,11.21,65.43,915.63
768,0.45,7.0,4.0,5065.0,20.5,28.59,419.6
769,0.72,26.0,15.0,920256.0,2768.89,41.56,16282.86
770,0.45,19.0,6.0,3232.0,419.71,48.8,2873.63
771,0.09,34.0,21.0,2572044.0,3876.07,85.81,7005.44
772,0.45,14.0,8.0,5982.5,9.34,17.93,2606.16
773,0.04,30.0,9.0,369.0,5.6,22.81,170.06
774,0.1,17.0,9.0,221082.0,176.41,34.06,440.95
775,0.56,20.0,10.0,672.0,6.74,17.2,312.85
776,0.01,8.0,5.0,2944.0,4.81,24.65,245.05
777,0.12,9.0,5.0,11009.0,9.79,27.62,252.69
778,0.7,26.0,12.0,4091.0,20.65,22.84,892.29
779,0.58,23.0,8.0,12552.0,71.1,37.27,1793.5
780,0.57,33.0,10.0,916.0,6.43,20.73,482.86
781,0.45,14.0,7.0,54449.0,35.89,83.07,1208.29
782,0.09,25.0,8.0,173137.0,455.3,39.51,983.52
783,0.72,17.0,10.0,5617.0,53.63,53.82,1739.88
784,0.07,21.0,8.0,70606.0,91.6,96.46,860.26
785,0.54,15.0,6.0,161.0,6.08,22.1,423.0
786,0.33,14.0,7.0,920.0,4.08,18.35,184.85
787,0.11,8.0,5.0,722.0,6.19,15.25,168.1
788,0.13,25.0,15.0,1895.0,7.23,24.63,191.46
789,0.45,19.0,7.0,2320.0,3.51,12.34,153.31
790,0.45,3.0,8.0,1374.0,5.48,19.79,198.11
791,0.77,20.0,10.0,806.0,6.39,18.75,566.75
792,0.65,24.0,12.0,422038.0,493.17,69.84,3963.05
793,0.45,34.0,8.0,1837.0,4.65,14.63,309.18
794,0.01,23.0,6.0,454.0,3.62,12.71,123.32
795,0.78,18.0,9.0,240539.0,1275.06,62.45,5586.58
796,0.48,29.0,13.0,31962.0,65.49,87.35,1684.67
797,0.95,20.0,7.0,402.0,3.42,17.5,586.43
798,0.45,3.0,2.0,6.0,6.58,12.93,185.59
799,0.45,35.0,8.0,1633170.0,5957.71,74.31,49207.86
800,0.29,18.0,7.0,99153.0,35.48,73.94,635.82
801,0.45,5.0,4.0,3232.0,4.32,14.27,150.66
802,0.58,15.0,8.0,169.0,5.86,23.48,364.0
803,0.76,24.0,6.0,288.0,3.56,18.52,422.45
804,0.0,32.0,8.0,3232.0,101.79,41.91,415.36
805,0.46,43.0,22.0,87609.0,191.53,39.07,2087.37
806,0.91,3.0,2.0,108.0,6.27,15.4,459.44
807,0.46,20.0,39.0,285131.0,1638.98,96.55,5579.53
808,0.94,13.0,6.0,2662.0,13.06,17.94,435.29
809,0.56,28.0,18.0,1382831.0,1422.22,60.02,5276.03
810,0.27,12.0,8.0,34523.0,44.81,41.84,492.9
811,0.15,20.0,11.0,218.0,3.5,17.3,147.71
812,0.94,40.0,10.0,3314.0,20.4,18.69,1549.96
813,0.19,19.0,6.0,4979.0,16.8,19.51,297.55
814,0.45,16.0,8.0,55076.0,66.59,96.88,625.19
815,0.29,15.0,8.0,73324.0,182.67,75.34,778.36
816,0.7,22.0,11.0,287.0,6.22,10.68,309.72
817,0.09,14.0,8.0,106206.0,362.64,88.05,977.08
818,0.6,23.0,12.0,497.0,6.22,12.7,332.82
819,0.26,29.0,7.0,1104.0,4.76,20.25,192.77
820,0.45,8.0,4.0,229.0,4.66,20.19,136.26
821,0.42,20.0,11.0,449.0,3.22,24.71,244.19
822,0.23,32.0,12.0,5982.5,15.17,71.85,600.13
823,0.45,42.0,13.0,52647.0,109.47,56.94,2738.36
824,0.57,17.0,8.0,207070.0,758.23,42.65,18628.18
825,0.08,4.0,3.0,118.0,6.15,12.69,169.63
826,0.81,21.0,8.0,326667.0,522.91,42.36,18075.2
827,0.47,8.0,8.0,42.0,4.71,11.39,139.77
828,0.54,36.0,17.0,2144437.0,1743.79,60.88,5593.05
829,0.25,28.0,10.0,477200.0,2360.24,50.82,4430.95
830,0.12,19.0,8.0,7742.0,12.9,60.56,347.66
831,0.45,15.0,7.0,390.0,4.79,20.53,350.88
832,0.38,28.0,8.0,1340400.0,2031.03,90.83,6933.71
833,0.94,7.0,5.0,58.0,3.83,11.13,229.86
834,0.6,35.0,19.0,7281.0,10.7,59.69,1174.64
835,0.45,20.0,10.0,412573.0,1999.27,86.43,2851.94
836,0.5,27.0,9.0,252.0,5.66,13.75,233.28
837,0.23,3.0,3.0,55.0,4.78,13.11,132.09
838,0.23,33.0,16.0,46937.0,108.12,82.32,690.35
839,0.56,35.0,8.0,457402.0,1074.35,62.7,3740.76
840,0.75,3.0,8.0,5.0,4.43,24.77,236.38
841,0.42,35.0,11.0,571.0,4.26,10.68,142.34
842,0.45,34.0,19.0,1628208.0,3874.11,44.83,10904.23
843,0.51,27.0,8.0,472.0,5.54,24.54,375.53
844,0.44,53.0,11.0,80441.0,211.28,96.78,2357.36
845,0.22,20.0,14.0,939763.0,537.81,63.14,5760.99
846,0.89,9.0,5.0,112.0,5.87,16.55,415.22
847,0.7,24.0,9.0,1531.0,8.17,21.95,961.04
848,0.6,15.0,7.0,39023.0,92.26,41.08,3955.22
849,0.42,41.0,19.0,3135.0,5.6,12.41,270.12
850,0.58,4.0,4.0,29.0,5.09,10.97,144.8
851,0.78,13.0,6.0,448.0,4.05,18.21,374.75
852,0.26,21.0,7.0,5295.0,11.98,41.85,349.25
853,0.94,58.0,6.0,14122.0,82.4,61.4,13919.69
854,0.42,21.0,10.0,4433.0,14.05,15.69,470.62
855,0.37,13.0,8.0,111919.0,563.84,92.9,3113.18
856,0.31,20.0,8.0,504.0,6.49,19.3,205.06
857,0.07,22.0,9.0,310407.0,449.05,50.76,1485.62
858,0.45,20.0,9.0,1098.0,6.67,17.29,355.04
859,0.36,18.0,7.0,54151.0,156.23,73.82,709.1
860,0.6,18.0,6.0,664.0,3.79,20.77,306.13
861,0.45,21.0,14.0,3814.0,6.71,14.9,146.62
862,0.94,20.0,8.0,251.0,3.32,12.5,332.71
863,0.35,8.0,4.0,4134.0,10.56,16.65,258.61
864,0.15,7.0,4.0,1233.0,6.89,23.86,242.37
865,0.45,22.0,7.0,36776.0,97.32,95.93,2385.78
866,0.97,29.0,13.0,16310.0,132.65,62.64,3762.24
867,0.68,13.0,8.0,2494.0,7.78,24.74,562.26
868,0.59,4.0,8.0,82.0,3.76,20.49,191.81
869,0.02,21.0,6.0,1506.0,3.38,12.65,117.08
870,0.72,22.0,6.0,330.0,3.27,24.7,553.24
871,0.67,9.0,5.0,8973.0,72.78,69.56,2313.54
872,0.71,28.0,9.0,1566.0,9.62,14.25,916.53
873,0.45,12.0,6.0,2537.0,7.73,13.14,682.27
874,0.45,9.0,5.0,196.0,3.34,24.39,343.32
875,0.45,26.0,8.0,11363.0,41.28,80.46,782.17
876,0.63,26.0,16.0,974277.0,9421.74,85.69,388110.79
877,0.51,15.0,8.0,2999.0,6.0,10.77,293.56
878,0.47,3.0,2.0,14.0,3.81,13.37,123.47
879,0.76,12.0,8.0,368.0,6.95,11.71,328.94
880,0.68,24.0,10.0,9873.0,60.44,25.13,1522.65
881,0.2,10.0,5.0,14709.0,38.26,61.46,479.74
882,0.0,18.0,9.0,7562.0,5.79,96.22,375.45
883,0.2,9.0,5.0,115395.0,11.04,14.9,204.59
884,0.6,10.0,4.0,227.0,4.56,24.86,327.16
885,0.4,12.0,6.0,20216.0,83.98,87.22,1371.74
886,0.63,27.0,13.0,22143.0,119.82,34.11,868.51
887,0.9,24.0,10.0,399.0,6.1,17.91,1021.97
888,0.49,23.0,8.0,527220.0,1182.58,57.42,5906.52
889,0.0,4.0,4.0,51.0,4.7,19.42,127.18
890,0.02,8.0,4.0,2835.0,6.74,18.69,190.6
891,0.45,10.0,4.0,156.0,5.47,17.3,175.96
892,0.29,22.0,8.0,3232.0,15.62,11.31,223.86
893,0.56,15.0,8.0,30361.0,29.13,57.54,878.29
894,0.56,21.0,8.0,240.0,3.33,18.89,295.83
