,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost,scheduled_year,scheduled_month,scheduled_day,scheduled_dateofmonth,delivery_year,delivery_month,delivery_day,delivery_dateofmonth,delta,state
164,0.43,15.0,8.0,163.0,Wood,3.19,13.89,No,No,Yes,Roadways,No,Working Class,No,182.93,2017,4,5,22,2017,4,2,19,-3 ,OH
165,0.12,24.0,8.0,301767.0,Stone,715.93,52.35,Yes,No,Yes,Waterways,No,Working Class,No,1933.07,2015,7,1,28,2015,7,1,28,0 ,TN
166,0.64,12.0,8.0,285.0,Aluminium,3.62,21.02,No,No,No,Roadways,No,Working Class,No,248.57,2019,6,0,10,2019,6,4,14,4 ,RI
167,0.41,16.0,6.0,127.0,Wood,5.18,20.07,No,Yes,No,Airways,No,Working Class,No,197.47,2018,10,0,22,2018,10,1,23,1 ,OH
168,0.78,16.0,7.0,267.0,Aluminium,3.19,11.17,Yes,No,Yes,Waterways,No,Working Class,No,302.53,2018,12,6,23,2018,12,3,20,-3 ,
169,0.42,10.0,4.0,57.0,Aluminium,6.92,24.71,No,No,Yes,Waterways,No,Working Class,No,237.86,2017,6,0,5,2017,6,0,5,0 ,NC
170,0.45,41.0,18.0,28778.0,Bronze,97.34,87.21,No,No,Yes,Roadways,No,Wealthy,No,1312.68,2019,1,6,20,2019,1,6,20,0 ,MI
171,0.25,37.0,8.0,13611.0,Bronze,32.43,69.33,No,No,Yes,Waterways,No,Working Class,No,604.6,2015,10,3,29,2015,10,0,26,-3 ,VT
172,0.81,25.0,7.0,220.0,Wood,3.2,20.51,No,No,Yes,Roadways,No,Working Class,No,567.81,2018,11,1,13,2018,11,5,10,-3 ,HI
173,0.45,14.0,8.0,150.0,Wood,6.42,13.76,Yes,No,No,Waterways,No,Working Class,Yes,326.91,2019,8,3,8,2019,8,6,4,-4 ,CO
174,0.67,22.0,8.0,241688.0,Stone,661.51,78.79,Yes,Yes,Yes,Roadways,No,Wealthy,No,17963.1,2016,12,5,17,2016,12,6,18,1 ,FL
175,0.76,16.0,6.0,664.0,Aluminium,6.19,16.64,Yes,Yes,Yes,Airways,No,Working Class,No,588.97,2018,11,4,16,2018,11,0,12,-4 ,
176,0.69,13.0,6.0,1328.0,Bronze,6.36,11.62,No,No,Yes,Roadways,No,Working Class,No,345.16,2015,8,3,20,2015,8,3,20,0 ,
177,0.52,6.0,5.0,5741.0,Stone,30.53,81.56,Yes,No,No,Waterways,No,Working Class,No,661.2,2018,1,0,15,2018,1,4,19,4 ,KY
178,0.18,20.0,6.0,157.0,Wood,4.98,10.66,No,Yes,Yes,Airways,No,Wealthy,No,141.17,2018,6,0,18,2018,6,5,16,-2 ,NV
179,0.71,45.0,8.0,832.0,Wood,4.33,10.78,Yes,Yes,No,Airways,No,Wealthy,No,404.9,2018,5,5,12,2018,5,2,16,4 ,IL
180,0.45,13.0,6.0,879.0,Bronze,7.08,14.91,No,No,No,Roadways,No,Working Class,No,352.88,2018,9,2,5,2018,9,4,7,2 ,MA
181,0.41,16.0,8.0,59337.0,Material_NA,48.13,54.25,No,No,No,Roadways,No,Working Class,No,673.15,2017,8,2,16,2017,8,2,16,0 ,SC
182,0.8,20.0,20.0,2583679.0,Material_NA,21161.39,74.42,No,Yes,No,Roadways,No,Working Class,No,115787.86,2015,6,5,27,2015,6,3,25,-2 ,NE
183,0.11,7.0,4.0,442.0,Brass,3.43,12.0,No,No,No,Waterways,No,Working Class,No,123.57,2016,12,2,14,2016,12,3,15,1 ,RI
184,0.81,33.0,16.0,98883.0,Brass,259.2,60.9,No,Yes,No,Airways,No,Working Class,Yes,5585.99,2019,6,2,5,2019,6,6,2,-3 ,OH
185,0.17,27.0,7.0,210.0,Wood,3.62,11.65,No,No,Yes,Roadways,No,Working Class,Yes,120.85,2015,4,1,14,2015,4,3,16,2 ,AZ
186,0.74,21.0,12.0,3232.0,Material_NA,1906.22,61.53,No,No,Yes,Roadways,No,Working Class,No,3571.53,2017,3,1,14,2017,3,3,16,2 ,MO
187,0.31,3.0,2.0,17.0,Clay,5.02,21.44,No,Yes,No,Airways,Yes,Wealthy,Yes,176.03,2018,7,1,31,2018,8,3,2,2 ,OR
188,0.96,10.0,4.0,254.0,Clay,6.16,16.25,No,No,Yes,Waterways,Yes,Working Class,No,615.1,2017,11,3,2,2017,11,4,3,1 ,
189,0.5,29.0,20.0,1432756.0,Material_NA,4745.6,59.41,Yes,No,Yes,Roadways,No,Working Class,No,20464.18,2018,7,6,22,2018,7,6,22,0 ,SD
190,0.81,46.0,10.0,55040.0,Material_NA,206.75,73.21,Yes,Yes,No,Roadways,No,Wealthy,No,4959.93,2015,5,5,30,2015,5,3,28,-2 ,ID
191,0.59,39.0,6.0,14966.0,Brass,57.19,93.12,No,No,No,Waterways,No,Working Class,No,1636.4,2019,7,6,14,2019,7,6,14,0 ,VA
192,0.66,8.0,4.0,92.0,Aluminium,6.91,10.71,No,Yes,No,Airways,No,Wealthy,Yes,304.57,2015,9,0,21,2015,9,3,17,-4 ,
193,0.74,24.0,12.0,3232.0,Material_NA,3.28,23.23,No,No,No,Roadways,No,Working Class,No,431.32,2015,12,2,2,2015,12,6,6,4 ,AK
194,0.31,5.0,5.0,349.0,Brass,5.81,13.32,No,Yes,No,Airways,No,Wealthy,No,172.58,2015,1,6,25,2015,1,1,27,2 ,
195,0.22,36.0,10.0,3003.0,Clay,5.54,11.85,No,No,No,Roadways,Yes,Working Class,No,174.92,2015,2,1,3,2015,2,0,2,-1 ,KY
196,0.44,33.0,11.0,1235.0,Material_NA,6.27,15.94,Yes,No,Yes,Roadways,No,Working Class,No,261.53,2016,2,1,9,2016,2,5,13,4 ,NY
197,0.44,27.0,7.0,204525.0,Marble,276.87,78.71,No,No,No,Roadways,No,Working Class,No,1411.3,2018,6,4,8,2018,6,4,8,0 ,WI
198,0.26,4.0,3.0,14.0,Aluminium,6.59,17.56,No,Yes,No,Airways,No,Wealthy,Yes,157.16,2017,12,4,15,2017,12,6,17,2 ,DC
199,0.18,11.0,7.0,8066.0,Brass,6.26,17.66,Yes,No,No,Waterways,No,Working Class,No,157.55,2015,7,2,8,2015,7,6,12,4 ,
200,1.0,43.0,13.0,43735.0,Bronze,115.44,86.23,Yes,Yes,No,Airways,No,Working Class,Yes,7401.55,2016,7,3,7,2016,7,3,7,0 ,OR
201,0.89,7.0,5.0,403.0,Bronze,5.54,16.9,No,Yes,No,Roadways,No,Working Class,No,398.86,2015,2,2,11,2015,2,0,9,-2 ,NJ
202,0.08,20.0,10.0,242733.0,Marble,252.32,53.8,No,No,Yes,Roadways,No,Working Class,No,873.43,2017,6,3,15,2017,6,3,15,0 ,KY
203,0.36,9.0,8.0,5982.5,Bronze,5.74,18.18,No,Yes,Yes,Airways,No,Working Class,No,206.32,2015,12,2,9,2015,12,2,9,0 ,AR
204,0.35,6.0,4.0,2091.0,Marble,9.62,11.95,No,No,No,Roadways,No,Working Class,No,268.72,2018,1,1,2,2017,12,4,29,-4 ,CA
205,0.82,10.0,4.0,65.0,Aluminium,3.07,18.17,No,No,Yes,Roadways,No,Working Class,No,290.64,2017,12,2,13,2017,12,2,13,0 ,OK
206,0.27,58.0,27.0,24675.0,Clay,56.86,29.79,No,Yes,No,Roadways,Yes,Wealthy,No,818.83,2015,8,6,9,2015,8,3,13,4 ,NC
207,0.35,44.0,8.0,7940489.0,Stone,16980.47,69.04,Yes,No,Yes,Waterways,No,Working Class,No,21723.31,2018,8,1,28,2018,8,4,31,3 ,KY
208,0.15,18.0,12.0,753.0,Aluminium,4.41,19.31,No,No,No,Airways,No,Working Class,No,146.3,2018,6,3,14,2018,6,3,14,0 ,
209,0.37,30.0,8.0,25238.0,Bronze,89.21,48.93,No,No,No,Roadways,No,Wealthy,Yes,1244.76,2015,3,0,16,2015,3,0,16,0 ,NH
210,0.12,23.0,6.0,128.0,Material_NA,6.45,23.83,No,No,Yes,Roadways,No,Working Class,No,172.25,2018,12,2,26,2018,12,0,24,-2 ,AZ
211,0.19,7.0,4.0,105.0,Clay,4.56,21.18,No,Yes,No,Roadways,Yes,Wealthy,Yes,165.26,2017,8,3,31,2017,9,0,4,4 ,WA
212,0.89,50.0,11.0,97829.0,Brass,1005.56,36.74,No,No,Yes,Roadways,No,Working Class,No,4719.74,2015,1,2,21,2015,1,6,25,4 ,KS
213,0.43,42.0,18.0,10374.0,Clay,17.87,45.38,Yes,No,No,Roadways,Yes,Working Class,Yes,867.52,2016,9,6,18,2016,9,5,17,-1 ,AL
214,0.1,20.0,10.0,717.0,Aluminium,5.93,19.12,No,No,No,Roadways,No,Working Class,No,129.89,2018,1,6,7,2018,1,1,9,2 ,CA
215,0.63,19.0,6.0,2240.0,Brass,10.21,17.03,Yes,No,No,Waterways,No,Working Class,No,282.95,2017,3,3,9,2017,3,5,11,2 ,MN
216,0.26,15.0,8.0,4722.0,Brass,6.31,14.58,Yes,Yes,Yes,Airways,No,Wealthy,No,350.94,2019,4,0,29,2019,4,6,28,-1 ,AZ
217,0.16,9.0,4.0,115395.0,Marble,10.81,14.97,No,No,No,Roadways,No,Working Class,No,184.73,2018,11,6,4,2018,11,6,4,0 ,PA
218,0.58,3.0,2.0,36.0,Brass,4.39,11.99,No,Yes,No,Roadways,No,Working Class,No,161.67,2017,7,1,11,2017,7,0,10,-1 ,NY
219,0.45,10.0,4.0,5240.0,Material_NA,5.35,28.4,Yes,No,No,Waterways,No,Working Class,No,567.72,2018,1,4,26,2018,1,5,27,1 ,MI
220,0.54,10.0,4.0,71.0,Wood,6.19,23.35,No,Yes,No,Roadways,No,Working Class,No,262.19,2015,8,0,17,2015,8,0,17,0 ,NC
221,0.45,4.0,8.0,115395.0,Marble,4.68,12.05,No,No,Yes,Roadways,No,Wealthy,Yes,217.65,2015,10,3,29,2015,10,0,26,-3 ,
222,0.42,42.0,9.0,2202536.0,Stone,8910.21,96.97,Yes,No,No,Waterways,No,Working Class,No,84990.55,2017,9,2,13,2017,9,6,10,-3 ,WI
223,0.72,12.0,7.0,337.0,Clay,6.28,20.26,Yes,No,Yes,Roadways,Yes,Wealthy,No,533.03,2018,9,4,21,2018,9,1,25,4 ,AK
224,0.46,40.0,8.0,4835604.0,Marble,24069.16,40.12,No,No,No,Waterways,Yes,Working Class,No,47523.2,2015,7,2,1,2015,6,5,27,-4 ,FL
225,0.3,20.0,9.0,301.0,Wood,3.15,18.48,Yes,Yes,Yes,Roadways,No,Working Class,No,223.42,2018,10,2,10,2018,10,0,8,-2 ,IN
226,0.45,22.0,13.0,715.0,Wood,3.06,22.82,Yes,Yes,No,Airways,No,Wealthy,No,490.22,2016,8,3,4,2016,8,4,5,1 ,OR
227,0.77,20.0,8.0,219.0,Wood,3.28,11.15,Yes,No,Yes,Roadways,No,Working Class,No,267.38,2016,9,6,25,2016,9,6,25,0 ,AR
228,0.42,20.0,9.0,331.0,Wood,5.96,15.33,Yes,No,No,Roadways,No,Working Class,No,198.53,2019,3,5,16,2019,3,3,14,-2 ,UT
229,0.42,20.0,8.0,54822.0,Marble,47.39,38.87,No,Yes,Yes,Roadways,No,Wealthy,No,836.99,2019,4,2,17,2019,4,3,18,1 ,NJ
230,0.0,6.0,4.0,79.0,Aluminium,3.8,18.51,No,Yes,No,Airways,No,Wealthy,Yes,149.96,2016,12,1,27,2016,12,5,24,-3 ,WV
231,0.15,46.0,19.0,3192344.0,Marble,2802.14,70.93,No,No,No,Roadways,Yes,Working Class,No,5888.11,2019,6,3,6,2019,6,5,8,2 ,
232,0.64,42.0,24.0,6497.0,Aluminium,25.95,72.47,No,No,No,Roadways,No,Wealthy,No,1834.32,2016,5,1,31,2016,5,6,29,-2 ,
233,0.6,15.0,7.0,329.0,Aluminium,5.1,15.44,No,No,No,Roadways,No,Working Class,Yes,248.06,2018,4,2,11,2018,4,3,12,1 ,PA
234,0.09,20.0,11.0,251.0,Wood,6.06,12.12,Yes,No,Yes,Roadways,No,Working Class,No,112.56,2018,5,1,22,2018,5,5,26,4 ,KS
235,0.68,23.0,17.0,252208.0,Marble,1904.42,47.69,No,Yes,No,Airways,No,Wealthy,No,4937.71,2019,4,2,3,2019,4,2,3,0 ,
236,0.41,36.0,11.0,2000665.0,Stone,8564.29,51.78,Yes,No,Yes,Roadways,No,Working Class,No,108848.19,2017,9,3,21,2017,9,3,21,0 ,WA
237,0.76,24.0,12.0,403462.0,Marble,2227.26,89.85,No,No,No,Roadways,No,Working Class,No,8114.24,2017,7,4,21,2017,7,5,22,1 ,AZ
238,0.18,11.0,8.0,2065.0,Bronze,5.36,14.94,No,No,No,Airways,No,Working Class,No,155.85,2016,11,4,11,2016,11,4,11,0 ,MD
239,0.24,28.0,11.0,896.0,Aluminium,3.83,15.43,No,No,No,Roadways,No,Working Class,No,154.19,2017,1,1,31,2017,1,5,28,-3 ,OH
240,0.07,38.0,21.0,12953.0,Clay,7.08,53.85,No,No,Yes,Airways,Yes,Working Class,No,475.45,2018,4,3,5,2018,4,3,5,0 ,AK
241,0.13,9.0,5.0,5982.5,Bronze,4.3,12.91,No,Yes,Yes,Roadways,No,Wealthy,No,184.48,2018,3,2,28,2018,3,6,25,-3 ,MA
242,0.06,13.0,7.0,39956.0,Stone,56.62,59.6,No,No,Yes,Waterways,No,Working Class,No,385.65,2016,2,4,12,2016,2,1,16,4 ,WV
243,0.59,7.0,5.0,120.0,Material_NA,4.01,13.07,No,Yes,Yes,Airways,Yes,Wealthy,No,208.95,2019,2,2,13,2019,2,5,16,3 ,
244,0.4,4.0,3.0,226.0,Marble,5.19,20.8,No,No,Yes,Roadways,No,Wealthy,No,284.86,2016,5,6,1,2016,4,2,27,-4 ,DC
245,0.05,23.0,10.0,151.0,Wood,6.26,18.06,No,No,No,Roadways,No,Working Class,No,120.5,2018,5,2,16,2018,5,1,15,-1 ,VA
246,0.45,51.0,8.0,23972911.0,Stone,68090.98,92.93,No,No,No,Roadways,No,Working Class,No,588183.2,2017,1,1,24,2017,1,1,24,0 ,CA
247,0.27,17.0,7.0,5982.5,Bronze,8.21,22.4,No,No,Yes,Roadways,No,Working Class,No,251.1,2017,6,6,11,2017,6,1,13,2 ,NJ
248,0.37,9.0,8.0,3232.0,Material_NA,4.41,23.94,Yes,No,Yes,Roadways,No,Working Class,No,227.45,2018,6,6,3,2018,6,4,1,-2 ,RI
249,0.0,31.0,16.0,1641621.0,Marble,1181.16,93.14,Yes,Yes,No,Roadways,No,Working Class,No,4385.12,2016,10,5,15,2016,10,5,15,0 ,PA
250,0.16,20.0,7.0,26330.0,Marble,45.1,40.64,No,No,No,Roadways,No,Working Class,No,388.38,2017,2,5,25,2017,2,3,23,-2 ,OK
251,0.63,7.0,5.0,710.0,Brass,6.61,12.04,No,Yes,No,Airways,No,Working Class,Yes,281.72,2015,4,0,27,2015,4,1,28,1 ,NE
252,0.45,13.0,8.0,99.0,Wood,5.01,16.12,Yes,No,Yes,Roadways,No,Working Class,No,253.75,2018,2,1,20,2018,2,0,19,-1 ,NJ
253,0.1,18.0,15.0,251.0,Wood,6.43,19.89,No,No,No,Airways,No,Working Class,Yes,157.66,2018,10,1,30,2018,10,5,27,-3 ,ME
254,0.58,20.0,16.0,913.0,Wood,6.08,20.91,No,Yes,No,Airways,No,Wealthy,No,498.1,2016,7,4,8,2016,7,2,6,-2 ,MA
255,0.45,20.0,17.0,2427691.0,Marble,17547.88,48.1,No,No,No,Roadways,Yes,Working Class,Yes,31313.28,2017,2,6,19,2017,2,6,19,0 ,MO
256,0.18,17.0,6.0,643.0,Aluminium,6.84,22.08,No,No,Yes,Roadways,No,Wealthy,No,195.11,2015,2,5,7,2015,2,5,7,0 ,NM
257,0.22,11.0,6.0,619.0,Brass,3.63,23.25,No,No,Yes,Roadways,No,Working Class,No,192.09,2016,11,1,15,2016,11,3,17,2 ,NE
258,0.01,28.0,10.0,591.0,Wood,5.57,14.65,Yes,No,Yes,Airways,No,Working Class,No,122.22,2018,4,2,25,2018,4,5,28,3 ,MT
259,0.65,14.0,8.0,163.0,Wood,3.14,17.36,No,No,Yes,Roadways,No,Working Class,No,265.0,2018,6,5,30,2018,7,6,1,1 ,TX
260,0.33,31.0,9.0,898942.0,Stone,2903.96,96.09,No,No,No,Roadways,No,Working Class,Yes,6146.55,2016,4,0,18,2016,4,1,19,1 ,
261,0.45,7.0,8.0,4113.0,Marble,20.84,16.5,No,No,Yes,Roadways,No,Working Class,Yes,310.63,2019,2,5,23,2019,2,1,19,-4 ,
262,0.44,47.0,16.0,3829.0,Aluminium,8.16,14.61,No,Yes,Yes,Airways,No,Working Class,No,560.24,2018,3,0,12,2018,3,3,8,-4 ,NC
263,0.45,16.0,8.0,258.0,Wood,3.05,17.92,No,No,Yes,Roadways,No,Working Class,No,442.52,2015,2,0,2,2015,1,4,30,-3 ,PA
264,0.62,28.0,9.0,20185.0,Brass,25.68,37.38,No,Yes,No,Airways,No,Working Class,Yes,1122.36,2015,3,4,27,2015,3,3,26,-1 ,VA
265,0.41,28.0,16.0,251.0,Wood,3.13,24.92,Yes,Yes,No,Airways,No,Working Class,No,326.66,2017,11,1,14,2017,11,5,11,-3 ,GA
266,0.52,9.0,5.0,441.0,Material_NA,5.28,13.91,No,Yes,Yes,Roadways,No,Working Class,No,225.7,2018,1,3,18,2018,1,4,19,1 ,AL
267,0.34,29.0,19.0,51019.0,Bronze,111.54,94.99,Yes,No,Yes,Waterways,No,Working Class,No,1042.36,2016,12,0,12,2016,12,3,15,3 ,MA
268,0.9,38.0,22.0,22025.0,Clay,205.8,54.95,No,Yes,No,Airways,Yes,Wealthy,Yes,4975.88,2019,5,5,4,2019,5,2,8,4 ,DC
269,0.45,36.0,23.0,1314125.0,Marble,1368.62,90.75,No,No,Yes,Roadways,Yes,Working Class,Yes,3501.71,2017,12,3,7,2017,12,3,7,0 ,MI
270,0.28,7.0,4.0,113.0,Material_NA,5.2,24.77,Yes,No,Yes,Roadways,Yes,Working Class,No,205.17,2017,10,0,9,2017,10,0,9,0 ,NC
271,0.03,3.0,2.0,8066.0,Brass,5.96,13.53,Yes,No,No,Airways,No,Working Class,No,127.07,2015,5,1,5,2015,5,5,9,4 ,NV
272,0.65,6.0,5.0,4928.0,Material_NA,31.52,16.61,Yes,Yes,No,Airways,No,Wealthy,No,496.11,2016,1,6,17,2016,1,3,21,4 ,DE
273,0.58,13.0,6.0,2933.0,Brass,6.02,13.8,Yes,No,No,Roadways,No,Wealthy,No,351.12,2016,3,6,13,2016,3,1,15,2 ,CT
274,0.81,9.0,4.0,70.0,Wood,6.37,18.8,No,Yes,No,Airways,No,Working Class,Yes,448.22,2017,11,1,7,2017,11,6,5,-2 ,TX
275,0.19,23.0,6.0,7533.0,Material_NA,15.25,66.31,No,Yes,No,Airways,No,Wealthy,No,450.08,2016,8,0,22,2016,8,3,25,3 ,WA
276,0.22,32.0,12.0,11192.0,Bronze,9.89,82.5,Yes,No,Yes,Roadways,No,Working Class,No,736.66,2019,1,2,30,2019,1,2,30,0 ,IN
277,0.82,25.0,8.0,7384.0,Bronze,21.68,95.46,No,Yes,No,Airways,No,Working Class,Yes,2670.39,2016,4,5,9,2016,4,1,5,-4 ,SC
278,0.49,32.0,19.0,30968.0,Material_NA,94.79,91.52,No,No,Yes,Roadways,No,Working Class,Yes,3774.97,2018,6,1,26,2018,6,4,22,-4 ,GA
279,0.28,23.0,11.0,736707.0,Stone,475.61,93.4,Yes,No,No,Airways,No,Working Class,Yes,5116.85,2017,7,3,27,2017,7,2,26,-1 ,KY
280,0.45,20.0,16.0,460784.0,Marble,2098.62,69.27,No,No,Yes,Roadways,No,Working Class,No,4419.69,2018,11,6,11,2018,11,3,15,4 ,
281,0.08,62.0,17.0,145936.0,Bronze,139.18,93.05,Yes,No,Yes,Roadways,Yes,Working Class,Yes,952.94,2017,5,3,18,2017,5,2,17,-1 ,NH
282,0.33,8.0,4.0,2548.0,Stone,10.14,10.77,No,No,Yes,Roadways,No,Working Class,No,207.49,2017,5,0,8,2017,5,3,11,3 ,WV
283,0.39,15.0,6.0,30515.0,Marble,37.73,72.63,No,Yes,No,Airways,No,Wealthy,Yes,889.79,2015,12,1,29,2015,12,5,26,-3 ,NJ
284,0.54,33.0,16.0,1880789.0,Marble,9728.85,91.41,Yes,No,No,Roadways,No,Working Class,No,244885.22,2018,11,3,15,2018,11,1,13,-2 ,AZ
285,0.12,19.0,7.0,109618.0,Marble,83.45,46.89,No,No,No,Roadways,No,Working Class,No,566.43,2016,8,3,18,2016,8,3,18,0 ,NM
286,0.49,5.0,8.0,35.0,Wood,4.55,15.87,No,No,No,Roadways,No,Working Class,No,155.39,2018,5,3,31,2018,5,2,30,-1 ,NM
287,0.45,39.0,8.0,717.0,Aluminium,6.48,16.69,No,No,No,Waterways,No,Working Class,No,133.82,2018,11,1,13,2018,11,1,13,0 ,MN
288,0.45,6.0,4.0,3513.0,Stone,11.23,12.73,Yes,Yes,Yes,Roadways,No,Wealthy,Yes,324.3,2018,5,3,10,2018,5,2,9,-1 ,AK
289,0.96,18.0,7.0,123.0,Wood,4.28,22.25,Yes,No,Yes,Airways,No,Working Class,No,705.98,2017,12,4,8,2017,12,0,11,3 ,VT
290,0.72,11.0,7.0,277.0,Aluminium,5.07,15.97,No,Yes,No,Roadways,No,Working Class,No,290.65,2017,1,2,25,2017,1,4,27,2 ,WI
291,0.64,38.0,20.0,11196264.0,Stone,16819.89,75.61,No,No,Yes,Roadways,No,Working Class,No,54076.65,2015,9,3,24,2015,9,3,24,0 ,NM
292,0.02,36.0,19.0,5073.0,Aluminium,7.5,56.81,No,Yes,No,Roadways,No,Working Class,No,247.25,2016,12,2,7,2016,12,5,10,3 ,VT
293,0.77,17.0,12.0,15355.0,Brass,70.87,60.76,No,No,Yes,Roadways,No,Working Class,No,3756.61,2017,11,0,6,2017,11,2,8,2 ,ID
294,0.45,33.0,8.0,5995.0,Clay,13.32,80.87,No,No,No,Roadways,Yes,Working Class,No,1723.86,2017,3,6,12,2017,3,3,16,4 ,AR
295,0.48,24.0,8.0,9384.0,Brass,48.9,82.37,No,No,No,Roadways,No,Working Class,No,919.77,2019,7,2,31,2019,8,3,1,1 ,NC
296,0.45,15.0,6.0,137.0,Wood,5.78,10.81,No,No,No,Waterways,No,Working Class,Yes,117.99,2016,2,4,26,2016,2,2,24,-2 ,CA
297,0.61,37.0,20.0,3232.0,Material_NA,136.35,55.3,Yes,No,No,Roadways,No,Working Class,No,1717.0,2018,9,3,13,2018,9,2,12,-1 ,NM
298,0.41,14.0,7.0,94548.0,Stone,448.0,42.33,No,Yes,No,Roadways,No,Wealthy,No,2331.88,2019,4,0,29,2019,5,3,2,3 ,ND
299,0.5,20.0,8.0,398.0,Aluminium,4.54,21.85,Yes,No,No,Roadways,No,Working Class,No,280.57,2018,10,4,5,2018,10,0,1,-4 ,TN
300,0.79,5.0,4.0,1316.0,Marble,6.89,12.44,No,Yes,No,Roadways,No,Wealthy,No,444.31,2019,4,1,2,2019,3,6,31,-2 ,NM
301,0.41,30.0,12.0,17246.0,Bronze,8.11,51.54,Yes,No,No,Waterways,No,Working Class,No,540.52,2018,10,5,13,2018,10,2,17,4 ,UT
302,0.45,3.0,3.0,12.0,Material_NA,6.49,21.38,No,Yes,Yes,Roadways,No,Wealthy,No,174.52,2019,7,5,13,2019,7,2,10,-3 ,NM
303,0.46,26.0,9.0,648821.0,Stone,1047.38,93.18,No,No,No,Waterways,No,Working Class,No,2738.06,2015,4,4,17,2015,4,4,17,0 ,IA
304,0.4,39.0,26.0,16388.0,Clay,99.83,62.86,No,No,No,Roadways,Yes,Working Class,Yes,1974.93,2017,5,2,10,2017,5,3,11,1 ,TN
305,0.34,8.0,4.0,109.0,Aluminium,3.59,21.2,No,No,No,Roadways,No,Wealthy,No,179.24,2017,1,1,3,2017,1,1,3,0 ,
306,0.31,11.0,8.0,1374.0,Clay,3.95,17.95,Yes,Yes,No,Roadways,Yes,Wealthy,No,207.34,2015,10,2,28,2015,10,4,30,2 ,VA
307,0.16,34.0,7.0,243265.0,Marble,171.37,75.61,No,No,No,Airways,No,Wealthy,Yes,1111.3,2019,5,3,16,2019,5,5,18,2 ,AK
308,0.31,23.0,8.0,18687.0,Brass,41.35,46.94,No,No,Yes,Roadways,No,Working Class,Yes,700.89,2018,8,1,7,2018,8,5,4,-3 ,
309,0.45,36.0,18.0,5284901.0,Material_NA,17380.45,40.97,No,No,No,Roadways,No,Wealthy,No,25961.05,2015,11,2,18,2015,11,1,17,-1 ,NC
310,0.36,48.0,28.0,2975.0,Wood,6.66,12.2,No,No,No,Roadways,No,Working Class,Yes,240.33,2017,7,6,16,2017,7,2,12,-4 ,SD
311,0.27,28.0,13.0,2223.0,Material_NA,6.03,18.1,No,Yes,No,Roadways,No,Wealthy,Yes,266.06,2018,9,4,21,2018,9,1,18,-3 ,
312,0.79,35.0,11.0,31917.0,Brass,145.44,25.87,No,No,No,Waterways,No,Working Class,Yes,1036.57,2015,4,4,3,2015,4,4,3,0 ,NV
313,0.46,17.0,10.0,185865.0,Marble,678.53,57.85,Yes,No,No,Waterways,No,Working Class,No,4639.57,2016,11,0,14,2016,11,6,13,-1 ,ID
314,0.41,61.0,8.0,8066.0,Brass,404.27,72.08,No,No,Yes,Airways,Yes,Working Class,No,5924.81,2019,8,1,20,2019,8,0,19,-1 ,MS
315,0.22,28.0,13.0,1690.0,Aluminium,4.3,20.6,No,No,No,Roadways,No,Wealthy,No,193.6,2019,4,4,12,2019,4,3,11,-1 ,
316,0.03,7.0,4.0,46.0,Wood,3.73,11.17,No,Yes,Yes,Airways,No,Wealthy,No,96.27,2016,10,6,9,2016,10,3,13,4 ,MA
317,0.91,21.0,11.0,814.0,Aluminium,5.11,14.92,No,No,No,Airways,No,Working Class,No,574.95,2017,7,3,20,2017,7,2,19,-1 ,RI
318,0.45,30.0,10.0,646331.0,Material_NA,3765.51,37.27,No,No,Yes,Waterways,No,Working Class,Yes,20476.74,2016,11,6,6,2016,11,1,8,2 ,MD
319,0.79,4.0,3.0,40.0,Aluminium,4.89,11.55,No,No,Yes,Roadways,No,Working Class,No,177.79,2017,1,1,24,2017,1,1,24,0 ,HI
320,0.87,5.0,3.0,144.0,Material_NA,5.98,11.47,No,No,Yes,Roadways,No,Working Class,No,270.46,2016,12,1,13,2016,12,3,15,2 ,LA
321,0.3,9.0,5.0,311.0,Clay,6.87,13.16,Yes,No,No,Waterways,Yes,Wealthy,No,167.14,2015,5,5,2,2015,5,6,3,1 ,NV
322,0.92,20.0,9.0,518773.0,Material_NA,1404.97,60.79,No,Yes,No,Roadways,No,Working Class,No,8782.7,2017,2,0,27,2017,2,1,28,1 ,CT
323,0.1,37.0,8.0,221082.0,Stone,7976.46,33.73,No,Yes,No,Airways,No,Wealthy,No,57662.98,2017,7,3,13,2017,7,3,13,0 ,CO
324,0.59,17.0,6.0,5982.5,Bronze,21.47,19.49,Yes,No,No,Waterways,No,Working Class,No,290.32,2016,10,6,2,2016,10,3,6,4 ,IN
325,0.5,18.0,6.0,5423.0,Brass,42.62,29.65,Yes,No,No,Airways,No,Working Class,No,520.35,2015,10,5,31,2015,11,1,3,3 ,WY
326,0.62,15.0,7.0,29259.0,Stone,98.68,35.08,No,Yes,Yes,Roadways,No,Working Class,Yes,5592.07,2016,12,5,10,2016,12,6,11,1 ,GA
327,0.96,28.0,11.0,437435.0,Marble,864.8,56.54,Yes,No,No,Waterways,No,Working Class,No,133988.47,2017,11,1,7,2017,11,1,7,0 ,WI
328,0.04,42.0,15.0,4408968.0,Material_NA,3121.58,55.29,Yes,Yes,Yes,Roadways,No,Working Class,No,28577.57,2017,9,3,7,2017,9,0,11,4 ,UT
