"","X","Artist.Reputation","Height","Width","Weight","Material","Price.Of.Sculpture","Base.Shipping.Price","International","Express.Shipment","Installation.Included","Transport","Fragile","Customer.Information","Remote.Location","Cost","scheduled_year","scheduled_month","scheduled_day","scheduled_dateofmonth","delivery_year","delivery_month","delivery_day","delivery_dateofmonth","delta","state","Cost_Numeric"
"157",798,0.45,3,2,6,"Clay",6.58,12.93,"Yes","No","No","Waterways","Yes","Wealthy","No","Very-Low",2015,2,6,1,2015,2,6,1,0,"MD",185.59
"158",4281,0.31,14,6,246,"Material_NA",6.96,10.67,"No","No","Yes","Airways","No","Working Class","No","Very-Low",2019,3,2,27,2019,3,5,30,3,"GA",140.94
"159",5077,0.49,14,6,125,"Aluminium",3.51,14.09,"No","No","No","Roadways","No","Working Class","No","Very-Low",2019,8,1,20,2019,8,0,19,-1,"MT",170.97
"160",4884,0.45,11,8,520,"Clay",4.14,11.67,"Yes","No","Yes","Waterways","Yes","Working Class","No","Very-Low",2017,10,4,13,2017,10,3,12,-1,"",132.99
"161",4320,0.1,18,7,2816,"Bronze",6.26,19.69,"No","Yes","Yes","Roadways","No","Working Class","No","Very-Low",2016,1,5,30,2016,1,5,30,0,"HI",195.87
"162",5454,0.17,18,6,166,"Wood",3.76,11.72,"Yes","No","No","Airways","No","Working Class","No","Very-Low",2017,4,6,9,2017,4,2,12,3,"CT",104.81
"163",562,0.54,5,3,49,"Aluminium",5.11,19.4,"No","No","No","Roadways","No","Working Class","No","Very-Low",2017,11,2,22,2017,11,1,21,-1,"ME",194.05
"164",4191,0.05,8,5,77,"Material_NA",3.96,17.61,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2016,6,2,8,2016,6,5,4,-4,"PA",129.26
"165",6288,0.45,8,5,160,"Aluminium",4.9,16.89,"No","No","No","Roadways","No","Working Class","No","Very-Low",2015,11,1,24,2015,11,0,23,-1,"UT",179.67
"166",4116,0.45,51,16,1396,"Material_NA",6.98,21.47,"Yes","No","No","Roadways","No","Working Class","No","Very-Low",2017,3,5,25,2017,3,2,29,4,"UT",190.73
"167",2520,0.44,5,8,140,"Bronze",5.63,11.08,"No","No","No","Roadways","No","Working Class","No","Very-Low",2015,6,4,12,2015,6,6,14,2,"IL",147.06
"168",4126,0.25,4,3,6,"Material_NA",4.63,18.32,"No","Yes","Yes","Roadways","No","Working Class","No","Very-Low",2018,6,0,25,2018,6,3,21,-4,"CA",145.51
"169",2838,0.06,18,10,1071,"Aluminium",6.55,12.76,"No","No","No","Airways","No","Working Class","No","Very-Low",2016,4,0,18,2016,4,4,15,-3,"IA",121.74
"170",2022,0.22,5,4,25,"Aluminium",4.71,21.61,"No","No","Yes","Airways","No","Working Class","No","Very-Low",2018,11,5,17,2018,11,2,21,4,"ME",138.44
"171",3124,0.11,34,20,2887,"Aluminium",5.27,18.97,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2017,6,2,28,2017,6,6,25,-3,"NV",192.32
"172",2603,0.19,15,7,1230,"Bronze",6.19,12.09,"No","Yes","No","Roadways","No","Working Class","No","Very-Low",2017,5,5,20,2017,5,5,20,0,"NY",155.59
"173",1955,0.12,10,5,339,"Clay",3.51,18.02,"Yes","Yes","Yes","Airways","Yes","Working Class","No","Very-Low",2018,5,2,16,2018,5,0,14,-2,"GA",181.39
"174",4458,0.45,21,10,254,"Wood",4.69,16.26,"No","No","No","Roadways","No","Working Class","Yes","Very-Low",2016,4,0,11,2016,4,0,11,0,"WY",113.53
"175",2376,0.16,9,5,254,"Clay",3.81,21.95,"No","Yes","No","Airways","Yes","Working Class","No","Very-Low",2017,6,6,11,2017,6,0,12,1,"DE",157.1
"176",1723,0.15,22,7,687,"Aluminium",5.38,17.88,"Yes","Yes","No","Airways","No","Working Class","Yes","Very-Low",2016,5,1,3,2016,4,5,30,-3,"MA",189.97
"177",6058,0.1,18,6,239,"Aluminium",3.45,20.83,"Yes","No","Yes","Roadways","No","Working Class","No","Very-Low",2016,8,4,19,2016,8,4,19,0,"ME",155.95
"178",1082,0.04,6,5,332,"Bronze",5.76,23.67,"No","No","No","Roadways","No","Working Class","Yes","Very-Low",2015,12,4,18,2015,12,0,14,-4,"MD",186.53
"179",3443,0.23,7,5,287,"Bronze",5.25,14.88,"No","Yes","Yes","Roadways","No","Wealthy","No","Very-Low",2015,8,2,12,2015,8,5,15,3,"TN",169.24
"180",1617,0.28,9,5,48,"Wood",5.05,15.75,"No","No","No","Roadways","No","Wealthy","No","Very-Low",2016,12,3,8,2016,12,3,8,0,"WY",146.42
"181",3573,0.13,19,13,334,"Wood",6.5,10.49,"No","No","No","Roadways","No","Working Class","Yes","Very-Low",2017,5,1,2,2017,5,0,1,-1,"ND",111.53
"182",1819,0.05,14,8,2119,"Bronze",6.94,17.43,"No","Yes","Yes","Airways","No","Working Class","No","Very-Low",2018,9,2,12,2018,9,1,11,-1,"SD",178.3
"183",5306,0.18,34,15,482,"Wood",6.91,15.52,"No","Yes","No","Airways","No","Working Class","Yes","Very-Low",2015,11,3,26,2015,11,3,26,0,"WV",153.45
"184",5865,0.45,16,6,2271,"Brass",6.06,15.8,"No","No","No","Roadways","No","Working Class","Yes","Very-Low",2019,6,5,29,2019,6,1,25,-4,"UT",178.98
"185",1837,0.03,3,2,94,"Marble",5.01,17.01,"No","No","No","Roadways","No","Working Class","No","Very-Low",2015,5,0,25,2015,5,1,26,1,"VA",168.14
"186",4801,0.01,13,6,804,"Clay",3.46,13.58,"No","No","No","Roadways","Yes","Working Class","No","Very-Low",2016,10,6,16,2016,10,4,14,-2,"DE",121.04
"187",6430,0.05,6,5,60,"Aluminium",4.53,14.33,"Yes","No","Yes","Waterways","No","Wealthy","No","Very-Low",2015,6,1,9,2015,6,3,11,2,"WI",126.15
"188",239,0.24,28,11,896,"Aluminium",3.83,15.43,"No","No","No","Roadways","No","Working Class","No","Very-Low",2017,1,1,31,2017,1,5,28,-3,"OH",154.19
"189",4583,0.06,24,6,285,"Wood",5.89,18.31,"No","No","No","Roadways","No","Working Class","No","Very-Low",2017,8,4,18,2017,8,5,19,1,"",115.47
"190",393,0.29,15,8,653,"Clay",5.73,19.16,"No","No","No","Roadways","Yes","Working Class","No","Very-Low",2018,5,1,29,2018,5,2,30,1,"MO",179.03
"191",2006,0.16,20,11,973,"Aluminium",6.17,22.07,"No","No","No","Roadways","No","Working Class","No","Very-Low",2017,3,2,1,2017,3,5,4,3,"TN",150.44
"192",4139,0.45,18,8,545,"Aluminium",3.21,16.79,"Yes","Yes","Yes","Airways","No","Working Class","No","Very-Low",2017,5,1,9,2017,5,3,11,2,"NJ",146.41
"193",3080,0.04,24,10,342,"Wood",3.56,11.48,"No","Yes","No","Roadways","No","Working Class","No","Very-Low",2016,4,6,24,2016,4,3,28,4,"NJ",87.56
"194",360,0.18,15,8,161,"Wood",3.89,22.57,"No","Yes","No","Roadways","No","Working Class","Yes","Very-Low",2017,10,2,25,2017,10,2,25,0,"VA",158.81
"195",6226,0.07,64,23,3232,"Material_NA",5.11,17.83,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2018,8,3,9,2018,8,3,9,0,"",188.22
"196",4930,0.02,30,8,661,"Wood",4.34,19.92,"No","No","No","Waterways","No","Working Class","No","Very-Low",2016,10,5,15,2016,10,0,17,2,"MO",111.88
"197",5586,0.33,10,5,180,"Aluminium",4.17,15.61,"No","No","No","Roadways","No","Wealthy","Yes","Very-Low",2019,7,3,11,2019,7,3,11,0,"MD",166.91
"198",3649,0.08,25,21,918,"Aluminium",3.15,22.2,"No","Yes","Yes","Roadways","No","Wealthy","No","Very-Low",2019,3,2,20,2019,3,5,23,3,"MT",177.9
"199",5403,0.17,36,16,676,"Wood",5.56,11.36,"No","No","No","Airways","No","Working Class","No","Very-Low",2015,8,5,8,2015,8,3,6,-2,"NJ",120.79
"200",4576,0,3,3,56,"Brass",6.17,14.75,"Yes","Yes","Yes","Airways","No","Working Class","No","Very-Low",2016,11,4,25,2016,11,5,26,1,"MN",150.4
"201",1268,0.06,14,6,606,"Clay",6.04,12.43,"Yes","No","Yes","Waterways","Yes","Working Class","No","Very-Low",2017,2,6,26,2017,2,0,27,1,"HI",136.06
"202",472,0.02,7,4,34,"Wood",3.34,15.53,"No","No","Yes","Roadways","No","Working Class","Yes","Very-Low",2015,6,1,16,2015,6,1,16,0,"RI",112.51
"203",6447,0.45,13,7,359,"Aluminium",3.94,23.19,"No","No","Yes","Airways","No","Working Class","No","Very-Low",2018,10,0,8,2018,10,4,5,-3,"NM",180.81
"204",4546,0.1,6,4,45,"Wood",4.88,14.58,"Yes","No","Yes","Waterways","No","Working Class","No","Very-Low",2017,9,6,10,2017,9,2,6,-4,"ID",128.31
"205",3521,0.09,7,4,145,"Clay",4.12,16.83,"No","No","No","Waterways","Yes","Working Class","No","Very-Low",2017,10,0,16,2017,10,4,20,4,"SC",114.74
"206",5612,0.06,5,3,22,"Wood",6.1,17.41,"Yes","No","No","Waterways","No","Working Class","Yes","Very-Low",2015,3,0,23,2015,3,3,26,3,"DC",116.26
"207",2906,0.05,16,7,541,"Aluminium",6.13,20.1,"Yes","No","No","Airways","No","Working Class","No","Very-Low",2017,9,5,16,2017,9,6,17,1,"KS",143.05
"208",5417,0.26,4,3,36,"Bronze",3.96,23.02,"No","No","Yes","Airways","No","Working Class","No","Very-Low",2016,12,1,13,2016,12,1,13,0,"NH",174.98
"209",6252,0.32,14,6,90,"Wood",5.21,16,"No","No","No","Roadways","No","Working Class","No","Very-Low",2019,6,6,23,2019,6,5,22,-1,"",151.07
"210",5357,0.17,17,6,1388,"Bronze",5.04,14.59,"Yes","No","No","Roadways","No","Working Class","No","Very-Low",2015,3,2,11,2015,3,5,14,3,"NH",162.46
"211",5272,0.06,8,4,3232,"Material_NA",4.6,15.32,"Yes","No","Yes","Roadways","Yes","Working Class","No","Very-Low",2015,9,5,5,2015,9,6,6,1,"SD",133.14
"212",543,0.12,9,4,84,"Aluminium",4.97,22.53,"No","No","No","Airways","No","Working Class","No","Very-Low",2017,1,4,20,2017,1,0,23,3,"ID",131.56
"213",5191,0.06,5,4,22,"Wood",6.63,17.88,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2018,9,3,6,2018,9,6,2,-4,"MA",132.66
"214",3240,0.09,19,8,4071,"Bronze",5.47,10.45,"No","No","Yes","Airways","No","Working Class","No","Very-Low",2016,8,5,13,2016,8,3,11,-2,"PA",169.64
"215",3857,0.45,20,11,244,"Wood",5.98,18.57,"Yes","No","Yes","Roadways","No","Working Class","No","Very-Low",2019,7,0,15,2019,7,0,15,0,"NE",150.26
"216",680,0.17,9,4,158,"Clay",6.05,17.11,"Yes","No","No","Waterways","Yes","Wealthy","No","Very-Low",2015,6,1,30,2015,7,2,1,1,"MN",161.12
"217",6380,0.23,10,5,406,"Clay",4.17,20.58,"No","No","No","Roadways","Yes","Working Class","No","Very-Low",2017,5,4,5,2017,5,6,7,2,"",156.03
"218",2016,0.29,13,8,685,"Clay",4.04,19.86,"No","No","No","Roadways","Yes","Working Class","No","Very-Low",2016,6,0,13,2016,6,6,12,-1,"WI",184.5
"219",573,0.37,14,8,1246,"Clay",6.37,11,"No","No","No","Roadways","Yes","Working Class","No","Very-Low",2017,4,0,10,2017,4,6,9,-1,"OH",174.79
"220",3868,0.12,33,12,676,"Wood",3.48,18.76,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2017,6,4,16,2017,6,1,13,-3,"MO",163.21
"221",4593,0.27,45,9,311,"Wood",4.47,10.12,"No","Yes","Yes","Roadways","No","Working Class","No","Very-Low",2016,4,3,21,2016,4,6,24,3,"NY",144.97
"222",3759,0.18,6,5,197,"Clay",4.17,22.73,"No","No","No","Roadways","Yes","Working Class","No","Very-Low",2015,6,1,2,2015,6,1,2,0,"CO",158.81
"223",2,0.07,8,5,237,"Clay",4.96,21.18,"No","No","No","Roadways","Yes","Working Class","Yes","Very-Low",2015,3,0,9,2015,3,6,8,-1,"WA",154.29
"224",2788,0.16,14,8,451,"Aluminium",5.1,13.99,"No","No","No","Airways","No","Working Class","No","Very-Low",2017,2,5,4,2017,2,2,1,-3,"ID",134.1
"225",1412,0.45,7,4,442,"Brass",6.34,18.18,"No","No","No","Roadways","No","Working Class","No","Very-Low",2016,7,5,9,2016,7,6,10,1,"VT",183.41
"226",610,0.45,13,8,148,"Wood",4.46,15.37,"Yes","Yes","No","Airways","No","Working Class","No","Very-Low",2017,4,0,17,2017,4,0,17,0,"WY",126.93
"227",4806,0.16,41,14,1101,"Aluminium",5.52,22.36,"Yes","No","No","Waterways","No","Working Class","No","Very-Low",2017,10,3,19,2017,10,3,19,0,"TX",172.93
"228",1980,0.41,6,4,664,"Aluminium",3.61,21.38,"No","No","No","Roadways","No","Working Class","No","Very-Low",2015,11,0,16,2015,11,2,18,2,"NJ",160.62
"229",378,0.16,23,8,664,"Aluminium",5.99,15.45,"No","No","No","Roadways","No","Working Class","No","Very-Low",2016,4,3,21,2016,4,2,20,-1,"MI",134.46
"230",1748,0.16,4,3,370,"Marble",3.02,11.92,"Yes","Yes","No","Airways","No","Working Class","No","Very-Low",2017,12,4,8,2017,12,4,8,0,"IA",183.01
"231",3749,0.27,3,2,41,"Brass",3.51,24.15,"No","Yes","No","Roadways","No","Wealthy","No","Very-Low",2016,5,6,15,2016,5,1,17,2,"GA",192.72
"232",3301,0.52,7,4,45,"Wood",4.83,10.17,"No","Yes","Yes","Airways","No","Working Class","No","Very-Low",2019,5,0,27,2019,5,1,28,1,"OH",140.32
"233",1902,0.5,9,4,664,"Aluminium",5.71,15.01,"No","No","No","Roadways","No","Working Class","No","Very-Low",2018,2,6,4,2018,2,0,5,1,"AK",171.26
"234",5765,0.33,16,7,549,"Aluminium",6.85,14.9,"No","No","No","Waterways","No","Working Class","No","Very-Low",2019,8,6,25,2019,8,1,27,2,"OH",153.98
"235",3455,0.02,25,11,1461,"Aluminium",5.03,21.06,"Yes","Yes","No","Airways","No","Wealthy","No","Very-Low",2018,1,1,30,2018,1,5,27,-3,"LA",184.07
"236",1344,0.25,10,4,58,"Wood",3.46,10.41,"No","Yes","No","Airways","No","Wealthy","No","Very-Low",2016,7,6,31,2016,8,2,3,3,"MO",105.03
"237",2739,0.45,20,6,2003,"Brass",8.62,11.78,"No","No","No","Roadways","No","Working Class","No","Very-Low",2016,11,2,16,2016,11,1,15,-1,"HI",173.69
"238",623,0.38,14,6,139,"Wood",4.03,16.52,"No","No","No","Roadways","No","Working Class","Yes","Very-Low",2018,6,4,8,2018,6,6,10,2,"SD",157.74
"239",3540,0.09,20,11,2109,"Clay",5.47,23.88,"No","No","No","Roadways","Yes","Working Class","No","Very-Low",2016,5,6,29,2016,5,5,28,-1,"AZ",178.56
"240",5661,0.42,28,6,117,"Wood",6.47,12.42,"No","No","No","Airways","No","Working Class","No","Very-Low",2016,3,5,12,2016,3,6,13,1,"",168.99
"241",3209,0.44,5,3,39,"Aluminium",4.49,21.12,"No","No","No","Waterways","No","Working Class","No","Very-Low",2018,9,2,12,2018,9,2,12,0,"MS",169.44
"242",932,0.23,38,17,1071,"Wood",3.87,24.83,"No","No","No","Roadways","No","Working Class","No","Very-Low",2017,1,2,25,2017,1,2,25,0,"",191.98
"243",1690,0.29,26,12,629,"Aluminium",5.59,11.15,"Yes","No","Yes","Waterways","No","Working Class","No","Very-Low",2018,3,4,23,2018,3,1,27,4,"CO",151.88
"244",5070,0.07,10,5,3232,"Material_NA",6.93,15.04,"No","Yes","No","Roadways","No","Wealthy","Yes","Very-Low",2015,2,3,19,2015,2,1,17,-2,"DC",189.7
"245",850,0.58,4,4,29,"Aluminium",5.09,10.97,"No","No","No","Waterways","No","Working Class","No","Very-Low",2018,10,2,10,2018,10,4,12,2,"AR",144.8
"246",1233,0,16,7,1306,"Clay",4.85,21.51,"No","No","No","Waterways","Yes","Working Class","No","Very-Low",2017,7,3,13,2017,7,0,10,-3,"MT",149.54
"247",4633,0.4,17,6,132,"Aluminium",6.39,12.63,"No","No","No","Waterways","No","Working Class","No","Very-Low",2018,9,3,20,2018,9,3,20,0,"MS",165.52
"248",1806,0.38,17,6,278,"Aluminium",3.59,13.45,"No","Yes","No","Roadways","No","Working Class","Yes","Very-Low",2017,9,5,2,2017,9,0,4,2,"SC",156.75
"249",1014,0.05,13,7,107,"Wood",3.58,24.2,"No","No","No","Waterways","No","Working Class","No","Very-Low",2017,9,5,9,2017,9,0,11,2,"AL",125.41
"250",6459,0.08,3,3,24,"Aluminium",3.72,12.67,"Yes","No","Yes","Waterways","No","Working Class","No","Very-Low",2015,5,4,8,2015,5,6,10,2,"",106.72
"251",2962,0.07,20,8,664,"Aluminium",3.81,11.57,"No","Yes","No","Roadways","No","Working Class","No","Very-Low",2017,1,3,5,2017,1,2,4,-1,"",148.63
"252",2963,0.08,15,8,3874,"Material_NA",8.24,10.87,"Yes","No","Yes","Waterways","No","Working Class","Yes","Very-Low",2018,10,6,7,2018,10,6,7,0,"ND",175.72
"253",2976,0.01,26,15,2028,"Aluminium",6.27,17.8,"Yes","Yes","No","Airways","No","Wealthy","No","Very-Low",2019,2,6,24,2019,2,0,25,1,"AR",157.2
"254",4833,0.19,36,11,2263,"Aluminium",3.5,21.71,"No","No","No","Roadways","No","Wealthy","No","Very-Low",2018,1,2,3,2018,1,2,3,0,"WI",188.67
"255",138,0.47,11,7,1318,"Bronze",4.15,13.13,"No","No","No","Roadways","No","Working Class","No","Very-Low",2017,11,2,22,2017,11,3,23,1,"",179.33
"256",3860,0.38,5,5,41,"Wood",5.08,21.46,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2018,11,6,11,2018,11,6,11,0,"SC",178.47
"257",4484,0.73,20,3,35,"Material_NA",3.33,16.1,"No","No","Yes","Roadways","Yes","Working Class","No","Very-Low",2018,1,6,7,2018,1,6,7,0,"IL",187.28
"258",2453,0.32,7,5,30,"Wood",3.91,20.69,"No","No","No","Waterways","No","Wealthy","No","Very-Low",2016,1,5,2,2016,1,0,4,2,"ME",157.05
"259",3442,0.17,17,6,3109,"Bronze",4.23,17.58,"No","Yes","No","Roadways","No","Working Class","No","Very-Low",2016,6,0,13,2016,6,4,17,4,"WY",161.23
"260",2549,0.16,29,10,1515,"Aluminium",4.87,17.43,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2017,11,1,28,2017,11,1,28,0,"CO",166.99
"261",1388,0.45,25,15,1926,"Aluminium",3.65,20.72,"No","Yes","No","Airways","No","Wealthy","No","Very-Low",2016,9,0,5,2016,9,5,3,-2,"NY",159.16
"262",2534,0.37,20,5,48,"Material_NA",4.09,12.59,"No","No","No","Roadways","No","Wealthy","No","Very-Low",2015,10,5,10,2015,10,2,7,-3,"FL",156.97
"263",366,0.4,12,6,858,"Bronze",4.99,12.26,"No","No","Yes","Waterways","No","Working Class","No","Very-Low",2016,10,5,1,2016,10,0,3,2,"MT",172.02
"264",4915,0.45,20,7,555,"Aluminium",4.45,16.46,"Yes","Yes","No","Airways","No","Working Class","No","Very-Low",2015,4,2,15,2015,4,5,11,-4,"TX",163.05
"265",6069,0.15,35,14,2828,"Aluminium",5.39,10.73,"No","No","No","Roadways","No","Working Class","No","Very-Low",2017,2,6,12,2017,2,6,12,0,"VA",124.89
"266",6340,0.23,19,7,259,"Wood",4.42,22.78,"No","No","No","Roadways","No","Wealthy","No","Very-Low",2018,4,4,27,2018,4,2,25,-2,"AL",188.23
"267",4432,0.36,20,5,324,"Bronze",3.51,12.03,"No","No","No","Roadways","No","Working Class","Yes","Very-Low",2019,4,3,4,2019,4,2,3,-1,"NE",152.67
"268",1458,0.05,21,8,269,"Wood",5.76,23.23,"No","No","Yes","Waterways","No","Working Class","Yes","Very-Low",2016,10,4,21,2016,10,3,20,-1,"MI",159.37
"269",3543,0.28,15,8,2209,"Bronze",6.9,15.82,"No","Yes","No","Roadways","No","Working Class","No","Very-Low",2015,10,6,4,2015,10,1,6,2,"IA",192.66
"270",1125,0.27,6,5,80,"Aluminium",5.43,13.3,"No","No","No","Roadways","No","Wealthy","No","Very-Low",2017,7,6,30,2017,8,2,2,3,"WY",128.27
"271",3123,0.36,10,5,251,"Wood",3.09,20.71,"No","No","No","Airways","No","Working Class","No","Very-Low",2016,9,2,7,2016,9,5,3,-4,"TN",179.11
"272",54,0.25,15,6,553,"Clay",3.03,18.09,"Yes","No","No","Waterways","Yes","Wealthy","No","Very-Low",2015,5,5,16,2015,5,5,16,0,"FL",182.92
"273",1444,0.24,18,6,119,"Wood",5.59,13.98,"Yes","No","No","Waterways","No","Working Class","No","Very-Low",2016,7,6,17,2016,7,2,13,-4,"ND",144.75
"274",6130,0.45,9,4,154,"Bronze",4.15,10.37,"Yes","No","No","Roadways","No","Working Class","Yes","Very-Low",2019,1,1,8,2019,1,0,7,-1,"NH",191.55
"275",5458,0.04,13,7,123,"Wood",3.92,11.62,"No","No","Yes","Roadways","No","Wealthy","No","Very-Low",2016,1,4,1,2015,12,0,28,-4,"MS",122.11
"276",6065,0.26,12,7,609,"Clay",3.92,18.6,"Yes","Yes","No","Airways","Yes","Working Class","No","Very-Low",2016,3,2,23,2016,3,6,27,4,"",173.74
"277",1616,0.15,5,4,69,"Aluminium",4.1,10.23,"No","No","No","Roadways","No","Working Class","No","Very-Low",2018,1,6,14,2018,1,5,13,-1,"GA",102.37
"278",1711,0.64,6,5,148,"Aluminium",4.29,12.71,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2017,12,0,25,2017,12,6,24,-1,"",191.09
"279",3077,0.1,21,10,434,"Wood",4.73,18.8,"Yes","No","Yes","Waterways","No","Wealthy","No","Very-Low",2015,4,3,9,2015,4,4,10,1,"ME",157.78
"280",2351,0.44,8,8,681,"Brass",4.42,10.15,"No","No","No","Roadways","No","Working Class","No","Very-Low",2017,5,4,19,2017,5,0,22,3,"LA",151.38
"281",6039,0.45,19,6,226,"Wood",3.22,24.53,"No","No","No","Roadways","No","Wealthy","No","Very-Low",2015,2,4,13,2015,2,1,17,4,"MO",165.05
"282",2643,0.4,5,4,25,"Wood",3.41,22.12,"No","Yes","No","Airways","No","Wealthy","No","Very-Low",2015,6,6,14,2015,6,6,14,0,"AL",178.7
"283",6149,0.39,14,7,2869,"Bronze",8.23,11.29,"No","No","No","Waterways","No","Working Class","No","Very-Low",2017,7,3,6,2017,7,0,10,4,"IA",190.69
"284",4150,0.15,3,2,17,"Bronze",5.86,24.8,"No","Yes","Yes","Roadways","No","Wealthy","No","Very-Low",2018,5,5,5,2018,5,1,8,3,"AL",175.07
"285",4141,0.32,16,7,180,"Wood",6.73,16.07,"Yes","No","No","Waterways","No","Working Class","No","Very-Low",2017,9,2,27,2017,9,5,30,3,"NH",153.05
"286",646,0.01,3,3,32,"Clay",3.25,12.15,"No","Yes","Yes","Roadways","Yes","Wealthy","No","Very-Low",2016,4,0,11,2016,4,0,11,0,"",123.58
"287",5066,0.55,3,2,8066,"Brass",3.3,13.12,"No","Yes","No","Roadways","No","Working Class","No","Very-Low",2018,5,5,26,2018,5,6,27,1,"MI",146.48
"288",565,0.25,40,16,763,"Wood",3.17,13.15,"Yes","No","No","Waterways","No","Working Class","No","Very-Low",2017,3,2,8,2017,3,6,12,4,"RI",122.32
"289",1698,0.45,22,8,1843,"Clay",3.56,14.35,"No","No","No","Roadways","Yes","Working Class","No","Very-Low",2015,9,4,25,2015,9,3,24,-1,"AK",180.03
"290",1349,0.2,29,7,537,"Aluminium",5.47,24.94,"No","Yes","No","Airways","No","Working Class","No","Very-Low",2016,11,1,1,2016,11,3,3,2,"TN",180.28
"291",3386,0.04,26,9,399,"Aluminium",3.07,10.39,"No","No","No","Roadways","No","Working Class","Yes","Very-Low",2017,11,3,30,2017,12,4,1,1,"",98.37
"292",3246,0.16,9,5,519,"Bronze",6.14,18.53,"Yes","No","Yes","Waterways","No","Working Class","No","Very-Low",2016,5,1,10,2016,5,1,10,0,"NC",178.39
"293",5414,0.16,15,6,535,"Material_NA",3.93,10.75,"No","No","No","Waterways","Yes","Working Class","No","Very-Low",2019,1,5,12,2019,1,2,9,-3,"WY",124.15
"294",5786,0.05,32,8,753,"Wood",6.31,12.16,"No","No","No","Waterways","No","Working Class","No","Very-Low",2016,11,0,21,2016,11,3,24,3,"AR",92.13
"295",6239,0.38,8,5,685,"Brass",5.61,10.44,"No","No","No","Roadways","No","Working Class","No","Very-Low",2015,5,6,3,2015,5,0,4,1,"",151.74
"296",3897,0.19,25,12,503,"Wood",3.48,23.6,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2017,7,5,29,2017,7,5,29,0,"VT",185.04
"297",1004,0.1,21,12,1455,"Aluminium",5.3,24.4,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2019,4,4,19,2019,4,1,16,-3,"CA",190.32
"298",1134,0.2,11,6,237,"Aluminium",3.7,18.36,"No","Yes","Yes","Airways","No","Working Class","No","Very-Low",2016,2,4,5,2016,2,3,4,-1,"IA",159.74
"299",5902,0.1,26,8,446,"Aluminium",4.4,14.05,"No","No","No","Roadways","No","Working Class","No","Very-Low",2017,5,0,22,2017,5,0,22,0,"ND",115.61
"300",2136,0.34,3,2,5982.5,"Bronze",6.75,16.45,"No","Yes","No","Airways","No","Wealthy","Yes","Very-Low",2015,1,1,6,2015,1,6,4,-2,"NY",199.74
"301",4564,0.36,9,5,133,"Aluminium",5.26,11.71,"Yes","No","No","Waterways","No","Working Class","No","Very-Low",2019,2,2,20,2019,2,0,18,-2,"SD",147.04
"302",2372,0.38,5,5,152,"Clay",4.95,19.84,"No","No","Yes","Roadways","Yes","Working Class","No","Very-Low",2019,5,5,4,2019,5,4,3,-1,"SC",188.55
"303",4012,0.45,7,8,76,"Aluminium",5.6,12.86,"No","No","Yes","Roadways","No","Working Class","No","Very-Low",2017,1,1,10,2017,1,0,9,-1,"WV",145.29
"304",4,0.15,17,6,324,"Aluminium",3.18,11.94,"Yes","Yes","Yes","Airways","No","Working Class","No","Very-Low",2016,12,6,18,2016,12,2,14,-4,"PA",159.23
"305",6003,0.03,6,5,47,"Wood",4,18.78,"No","Yes","Yes","Roadways","No","Wealthy","No","Very-Low",2015,1,0,5,2015,1,5,3,-2,"MO",139.75
"306",5142,0.11,30,10,281,"Wood",4.15,14.28,"No","No","No","Roadways","No","Working Class","No","Very-Low",2017,4,3,13,2017,4,6,9,-4,"NM",121.63
"307",395,0.12,15,6,1049,"Brass",4.91,14.65,"Yes","No","No","Waterways","No","Working Class","No","Very-Low",2017,12,2,20,2017,12,3,21,1,"IL",144.9
